product_id,customer_id,time_id,volume
1,5,85,663.79
1,5,86,642.11
1,5,87,728.38
1,5,88,680.57
1,5,89,690.91
1,5,90,771.33
1,6,1,598.46
1,6,2,670.06
1,6,3,621.76
1,6,4,564.36
1,6,5,658.08
1,6,6,632.11
1,6,7,653.15
1,6,8,526.70
1,6,9,634.52
1,6,10,581.83
1,6,11,578.57
1,6,12,627.82
1,6,13,711.62
1,6,14,612.39
1,6,15,560.05
1,6,16,597.13
1,6,17,620.14
1,6,18,650.30
1,6,19,630.74
1,6,20,715.98
1,6,21,623.45
1,6,22,627.87
1,6,23,558.95
1,6,24,588.57
1,6,25,664.10
1,6,26,564.59
1,6,27,646.39
1,6,28,732.04
1,6,29,533.25
1,6,30,651.33
1,6,31,581.52
1,6,32,543.89
1,6,33,602.08
1,6,34,610.97
1,6,35,672.97
1,6,36,540.58
1,6,37,595.11
1,6,38,630.72
1,6,39,669.03
1,6,40,578.55
1,6,41,659.76
1,6,42,641.08
1,6,43,602.29
1,6,44,586.71
1,6,45,570.08
1,6,46,595.98
1,6,47,667.76
1,6,48,609.33
1,6,49,667.75
1,6,50,557.05
1,6,51,559.62
1,6,52,594.32
1,6,53,645.53
1,6,54,617.93
1,6,55,722.56
1,6,56,627.82
1,6,57,544.03
1,6,58,608.28
1,6,59,577.42
1,6,60,686.21
1,6,61,588.39
1,6,62,664.99
1,6,63,607.03
1,6,64,552.05
1,6,65,577.23
1,6,66,605.29
1,6,67,558.64
1,6,68,587.11
1,6,69,667.37
1,6,70,716.29
1,6,71,591.91
1,6,72,640.41
1,6,73,583.57
1,6,74,638.00
1,6,75,602.71
1,6,76,730.12
1,6,77,649.63
1,6,78,635.80
1,6,79,570.87
1,6,80,612.46
1,6,81,569.29
1,6,82,585.88
1,6,83,647.55
1,6,84,674.04
1,6,85,600.86
1,6,86,667.80
1,6,87,601.09
1,6,88,658.78
1,6,89,665.42
1,6,90,676.49
1,15,1,598.21
1,15,2,580.00
1,15,3,585.08
1,15,4,623.28
1,15,5,636.67
1,15,6,614.61
1,15,7,628.27
1,15,8,568.33
1,15,9,588.10
1,15,10,595.99
1,15,11,660.40
1,15,12,615.81
1,15,13,653.81
1,15,14,626.70
1,15,15,617.73
1,15,16,584.38
1,15,17,670.96
1,15,18,631.68
1,15,19,653.76
1,15,20,656.14
1,15,21,662.47
1,15,22,570.67
1,15,23,565.33
1,15,24,566.23
1,15,25,568.06
1,15,26,620.63
1,15,27,740.69
1,15,28,713.11
1,15,29,536.26
1,15,30,574.13
1,15,31,620.02
1,15,32,570.92
1,15,33,569.84
1,15,34,627.75
1,15,35,661.00
1,15,36,594.06
1,15,37,569.32
1,15,38,595.37
1,15,39,566.42
1,15,40,583.10
1,15,41,695.09
1,15,42,693.97
1,15,43,574.69
1,15,44,593.27
1,15,45,566.85
1,15,46,564.70
1,15,47,632.67
1,15,48,726.87
1,15,49,690.40
1,15,50,640.64
1,15,51,586.13
1,15,52,652.39
1,15,53,623.75
1,15,54,636.95
1,15,55,615.65
1,15,56,693.74
1,15,57,642.48
1,15,58,577.05
1,15,59,607.48
1,15,60,675.54
1,15,61,654.08
1,15,62,663.56
1,15,63,665.82
1,15,64,525.88
1,15,65,588.72
1,15,66,578.35
1,15,67,600.16
1,15,68,653.20
1,15,69,625.59
1,15,70,641.33
1,15,71,549.01
1,15,72,594.97
1,15,73,602.97
1,15,74,653.11
1,15,75,645.46
1,15,76,707.89
1,15,77,669.60
1,15,78,566.12
1,15,79,608.84
1,15,80,559.87
1,15,81,629.34
1,15,82,576.79
1,15,83,686.18
1,15,84,613.84
1,15,85,586.55
1,15,86,579.81
1,15,87,603.48
1,15,88,643.94
1,15,89,639.00
1,15,90,616.45
1,16,1,681.19
1,16,2,727.92
1,16,3,732.45
1,16,4,615.62
1,16,5,729.44
1,16,6,692.44
1,16,7,669.90
1,16,8,657.22
1,16,9,735.32
1,16,10,699.89
1,16,11,612.27
1,16,12,658.31
1,16,13,728.07
1,16,14,680.43
1,16,15,679.32
1,16,16,616.06
1,16,17,708.31
1,16,18,735.86
1,16,19,727.82
1,16,20,731.80
1,16,21,700.15
1,16,22,597.63
1,16,23,734.81
1,16,24,677.20
1,16,25,615.07
1,16,26,702.66
1,16,27,684.72
1,16,28,766.59
1,16,29,619.01
1,16,30,649.59
1,16,31,715.46
1,16,32,496.87
1,16,33,719.49
1,16,34,750.61
1,16,35,671.98
1,16,36,699.70
1,16,37,609.47
1,16,38,673.35
1,16,39,637.43
1,16,40,739.83
1,16,41,727.87
1,16,42,761.93
1,16,43,634.35
1,16,44,656.49
1,16,45,682.56
1,16,46,742.10
1,16,47,732.52
1,16,48,734.04
1,16,49,676.56
1,16,50,608.67
1,16,51,677.15
1,16,52,678.69
1,16,53,741.96
1,16,54,609.20
1,16,55,816.52
1,16,56,762.11
1,16,57,608.48
1,16,58,719.58
1,16,59,620.47
1,16,60,847.34
1,16,61,663.22
1,16,62,752.32
1,16,63,788.91
1,16,64,646.81
1,16,65,732.13
1,16,66,717.49
1,16,67,641.78
1,16,68,694.44
1,16,69,692.37
1,16,70,692.42
1,16,71,583.67
1,16,72,737.97
1,16,73,706.72
1,16,74,737.93
1,16,75,732.71
1,16,76,723.72
1,16,77,793.57
1,16,78,583.96
1,16,79,708.96
1,16,80,689.58
1,16,81,668.10
1,16,82,728.73
1,16,83,683.72
1,16,84,723.33
1,16,85,632.09
1,16,86,620.28
1,16,87,731.38
1,16,88,668.80
1,16,89,641.33
1,16,90,765.22
2,4,1,687.31
2,4,2,772.02
2,4,3,700.51
2,4,4,677.34
2,4,5,712.89
2,4,6,794.49
2,4,7,722.88
2,4,8,652.19
2,4,9,750.73
2,4,10,729.34
2,4,11,725.82
2,4,12,748.73
2,4,13,821.68
2,4,14,789.01
2,4,15,673.29
2,4,16,652.57
2,4,17,715.13
2,4,18,695.25
2,4,19,751.74
2,4,20,846.94
2,4,21,709.43
2,4,22,747.87
2,4,23,722.96
2,4,24,714.89
2,4,25,688.77
2,4,26,693.55
2,4,27,827.62
2,4,28,719.65
2,4,29,714.93
2,4,30,760.94
2,4,31,759.89
2,4,32,729.15
2,4,33,704.38
2,4,34,736.44
2,4,35,789.76
2,4,36,676.80
2,4,37,770.77
2,4,38,698.87
2,4,39,651.70
2,4,40,673.21
2,4,41,738.03
2,4,42,815.08
2,4,43,635.87
2,4,44,668.40
2,4,45,737.50
2,4,46,757.48
2,4,47,673.83
2,4,48,865.88
2,4,49,767.14
2,4,50,690.47
2,4,51,775.09
2,4,52,733.07
2,4,53,752.59
2,4,54,765.47
2,4,55,831.67
2,4,56,800.20
2,4,57,669.24
2,4,58,707.15
2,4,59,726.86
2,4,60,731.20
2,4,61,777.69
2,4,62,753.74
2,4,63,842.86
2,4,64,736.14
2,4,65,740.74
2,4,66,769.02
2,4,67,724.01
2,4,68,698.87
2,4,69,846.02
2,4,70,743.99
2,4,71,686.95
2,4,72,697.50
2,4,73,671.13
2,4,74,655.86
2,4,75,741.16
2,4,76,740.66
2,4,77,718.67
2,4,78,703.75
2,4,79,728.82
2,4,80,748.66
2,4,81,750.85
2,4,82,675.91
2,4,83,829.48
2,4,84,860.17
2,4,85,693.57
2,4,86,660.25
2,4,87,767.66
2,4,88,644.94
2,4,89,665.07
2,4,90,717.20
2,5,1,601.44
2,5,2,680.99
2,5,3,684.70
2,5,4,629.14
2,5,5,632.39
2,5,6,687.28
2,5,7,681.38
2,5,8,576.80
2,5,9,619.92
2,5,10,580.06
2,5,11,604.15
2,5,12,627.41
2,5,13,742.00
2,5,14,674.28
2,5,15,585.91
2,5,16,604.86
2,5,17,582.25
2,5,18,636.26
2,5,19,644.67
2,5,20,633.93
2,5,21,653.00
2,5,22,634.16
2,5,23,621.45
2,5,24,677.92
2,5,25,588.06
2,5,26,608.95
2,5,27,747.75
2,5,28,688.48
2,5,29,647.72
2,5,30,686.84
2,5,31,585.63
2,5,32,624.25
2,5,33,673.79
2,5,34,697.66
2,5,35,755.29
2,5,36,603.09
2,5,37,630.66
2,5,38,604.48
2,5,39,562.20
2,5,40,636.84
2,5,41,641.12
2,5,42,681.27
2,5,43,559.36
2,5,44,647.88
2,5,45,614.98
2,5,46,600.62
2,5,47,671.11
2,5,48,711.51
2,5,49,674.65
2,5,50,570.53
2,5,51,589.02
2,5,52,677.15
2,5,53,655.69
2,5,54,652.11
2,5,55,639.63
2,5,56,628.07
2,5,57,648.59
2,5,58,622.73
2,5,59,673.26
2,5,60,647.55
2,5,61,644.87
2,5,62,748.56
2,5,63,626.75
2,5,64,630.03
2,5,65,680.26
2,5,66,590.64
2,5,67,664.55
2,5,68,575.11
2,5,69,676.07
2,5,70,721.71
2,5,71,546.50
2,5,72,616.73
2,5,73,576.11
2,5,74,679.07
2,5,75,605.34
2,5,76,669.04
2,5,77,702.33
2,5,78,620.93
2,5,79,568.72
2,5,80,665.10
2,5,81,617.58
2,5,82,617.23
2,5,83,674.73
2,5,84,688.99
2,5,85,647.05
2,5,86,680.68
2,5,87,682.07
2,5,88,668.30
2,5,89,662.25
2,5,90,619.26
2,6,1,643.16
2,6,2,638.60
2,6,3,649.69
2,6,4,594.29
2,6,5,583.35
2,6,6,686.79
2,6,7,688.06
2,6,8,631.49
2,6,9,688.17
2,6,10,606.53
2,6,11,644.21
2,6,12,585.16
2,6,13,668.83
2,6,14,736.14
2,6,15,609.65
2,6,16,693.99
2,6,17,604.19
2,6,18,607.34
2,6,19,679.23
2,6,20,707.07
2,6,21,705.60
2,6,22,622.70
2,6,23,667.93
2,6,24,618.23
2,6,25,600.40
2,6,26,599.74
2,6,27,653.91
2,6,28,737.41
2,6,29,549.31
2,6,30,590.33
2,6,31,646.53
2,6,32,614.83
2,6,33,690.54
2,6,34,749.51
2,6,35,689.83
2,6,36,585.66
2,6,37,594.39
2,6,38,649.51
2,6,39,580.69
2,6,40,684.07
2,6,41,745.77
2,6,42,641.11
2,6,43,568.45
2,6,44,633.64
2,6,45,636.19
2,6,46,706.03
2,6,47,623.38
2,6,48,684.74
2,6,49,734.95
2,6,50,597.32
2,6,51,630.89
2,6,52,593.00
2,6,53,653.76
2,6,54,609.05
2,6,55,641.05
2,6,56,649.71
2,6,57,600.69
2,6,58,668.38
2,6,59,602.84
2,6,60,667.89
2,6,61,598.38
2,6,62,752.66
2,6,63,667.46
2,6,64,599.10
2,6,65,691.31
2,6,66,658.66
2,6,67,642.89
2,6,68,673.71
2,6,69,746.94
2,6,70,689.76
2,6,71,559.06
2,6,72,666.26
2,6,73,645.52
2,6,74,697.16
2,6,75,659.41
2,6,76,737.84
2,6,77,708.65
2,6,78,563.82
2,6,79,649.81
2,6,80,654.59
2,6,81,657.27
2,6,82,678.56
2,6,83,639.65
2,6,84,673.88
2,6,85,579.00
2,6,86,599.09
2,6,87,704.89
2,6,88,640.41
2,6,89,621.07
2,6,90,666.71
2,15,1,699.94
2,15,2,624.29
2,15,3,601.23
2,15,4,601.84
2,15,5,699.45
2,15,6,752.20
2,15,7,745.38
2,15,8,590.24
2,15,9,685.28
2,15,10,581.18
2,15,11,642.33
2,15,12,605.30
2,15,13,664.57
2,15,14,768.41
2,15,15,639.12
2,15,16,586.42
2,15,17,641.75
2,15,18,653.82
2,15,19,643.74
2,15,20,721.81
2,15,21,686.21
2,15,22,565.49
2,15,23,616.07
2,15,24,672.48
2,15,25,594.51
2,15,26,629.22
2,15,27,686.18
2,15,28,698.09
2,15,29,579.40
2,15,30,669.90
2,15,31,615.36
2,15,32,669.63
2,15,33,611.40
2,15,34,723.36
2,15,35,708.96
2,15,36,616.14
2,15,37,607.39
2,15,38,663.61
2,15,39,644.38
2,15,40,586.19
2,15,41,750.21
2,15,42,701.61
2,15,43,649.44
2,15,44,607.90
2,15,45,589.74
2,15,46,676.45
2,15,47,705.42
2,15,48,769.58
2,15,49,712.08
2,15,50,552.40
2,15,51,591.87
2,15,52,579.26
2,15,53,686.25
2,15,54,628.03
2,15,55,714.35
2,15,56,745.22
2,15,57,616.62
2,15,58,639.44
2,15,59,621.82
2,15,60,559.19
2,15,61,653.97
2,15,62,776.95
2,15,63,644.32
2,15,64,621.92
2,15,65,650.55
2,15,66,703.16
2,15,67,603.32
2,15,68,706.31
2,15,69,711.13
2,15,70,648.43
2,15,71,555.53
2,15,72,639.48
2,15,73,588.65
2,15,74,705.28
2,15,75,606.44
2,15,76,750.38
2,15,77,756.03
2,15,78,615.46
2,15,79,592.05
2,15,80,670.99
2,15,81,700.58
2,15,82,697.53
2,15,83,734.51
2,15,84,764.42
2,15,85,671.44
2,15,86,684.31
2,15,87,590.13
2,15,88,590.25
2,15,89,671.52
2,15,90,726.66
2,16,1,652.72
2,16,2,750.19
2,16,3,708.28
2,16,4,670.80
2,16,5,699.12
2,16,6,727.95
2,16,7,751.95
2,16,8,652.38
2,16,9,701.08
2,16,10,716.26
2,16,11,653.70
2,16,12,759.32
2,16,13,808.18
2,16,14,759.63
2,16,15,627.50
2,16,16,769.76
2,16,17,682.24
2,16,18,672.10
2,16,19,692.42
2,16,20,810.66
2,16,21,763.53
2,16,22,704.11
2,16,23,760.54
2,16,24,770.04
2,16,25,718.51
2,16,26,679.54
2,16,27,805.01
2,16,28,731.31
2,16,29,623.47
2,16,30,755.67
2,16,31,748.99
2,16,32,740.45
2,16,33,680.29
2,16,34,714.79
2,16,35,705.49
2,16,36,649.42
2,16,37,737.45
2,16,38,641.07
2,16,39,679.08
2,16,40,675.19
2,16,41,748.55
2,16,42,733.19
2,16,43,603.37
2,16,44,735.63
2,16,45,692.77
2,16,46,715.26
2,16,47,751.12
2,16,48,781.25
2,16,49,843.56
2,16,50,638.50
2,16,51,688.32
2,16,52,704.53
2,16,53,669.57
2,16,54,646.06
2,16,55,761.15
2,16,56,796.37
2,16,57,666.67
2,16,58,680.92
2,16,59,642.56
2,16,60,715.00
2,16,61,689.51
2,16,62,762.22
2,16,63,722.05
2,16,64,626.19
2,16,65,663.45
2,16,66,719.70
2,16,67,738.05
2,16,68,770.72
2,16,69,707.60
2,16,70,773.27
2,16,71,648.78
2,16,72,742.00
2,16,73,672.83
2,16,74,771.80
2,16,75,677.16
2,16,76,742.21
2,16,77,831.45
2,16,78,703.01
2,16,79,653.05
2,16,80,735.98
2,16,81,751.57
2,16,82,695.46
2,16,83,787.69
2,16,84,849.99
2,16,85,695.79
2,16,86,682.25
2,16,87,696.67
2,16,88,725.12
2,16,89,696.33
2,16,90,710.60
3,4,1,805.90
3,4,2,662.45
3,4,3,737.00
3,4,4,681.73
3,4,5,776.78
3,4,6,809.92
3,4,7,840.13
3,4,8,750.62
3,4,9,763.47
3,4,10,667.93
3,4,11,666.90
3,4,12,711.96
3,4,13,730.22
3,4,14,824.52
3,4,15,745.68
3,4,16,741.24
3,4,17,765.71
3,4,18,694.41
3,4,19,729.98
3,4,20,720.65
3,4,21,805.67
3,4,22,749.08
3,4,23,688.87
3,4,24,745.32
3,4,25,716.83
3,4,26,773.55
3,4,27,801.90
3,4,28,769.27
3,4,29,741.08
3,4,30,764.60
3,4,31,793.18
3,4,32,622.37
3,4,33,730.44
3,4,34,858.28
3,4,35,845.98
3,4,36,710.87
3,4,37,749.21
3,4,38,727.17
3,4,39,733.10
3,4,40,688.95
3,4,41,803.41
3,4,42,873.33
3,4,43,704.20
3,4,44,764.26
3,4,45,722.59
3,4,46,794.84
3,4,47,691.34
3,4,48,784.21
3,4,49,870.80
3,4,50,702.41
3,4,51,724.93
3,4,52,779.18
3,4,53,724.07
3,4,54,732.22
3,4,55,725.93
3,4,56,777.64
3,4,57,666.52
3,4,58,730.13
3,4,59,751.93
3,4,60,740.59
3,4,61,685.94
3,4,62,774.56
3,4,63,752.24
3,4,64,623.43
3,4,65,758.59
3,4,66,741.20
3,4,67,763.60
3,4,68,665.91
3,4,69,766.15
3,4,70,806.34
3,4,71,629.74
3,4,72,680.33
3,4,73,686.28
3,4,74,745.47
3,4,75,735.71
3,4,76,814.04
3,4,77,772.30
3,4,78,619.71
3,4,79,770.22
3,4,80,667.76
3,4,81,682.24
3,4,82,785.97
3,4,83,741.04
3,4,84,828.66
3,4,85,659.31
3,4,86,756.53
3,4,87,678.29
3,4,88,693.44
3,4,89,747.96
3,4,90,723.63
3,5,1,619.94
3,5,2,536.91
3,5,3,611.96
3,5,4,569.79
3,5,5,610.90
3,5,6,660.37
3,5,7,586.56
3,5,8,545.96
3,5,9,532.29
3,5,10,550.44
3,5,11,614.94
3,5,12,539.31
3,5,13,689.63
3,5,14,634.32
3,5,15,565.92
3,5,16,564.38
3,5,17,546.38
3,5,18,643.76
3,5,19,607.38
3,5,20,646.22
3,5,21,635.10
3,5,22,546.71
3,5,23,640.75
3,5,24,620.49
3,5,25,610.31
3,5,26,534.53
3,5,27,641.71
3,5,28,587.27
3,5,29,516.29
3,5,30,599.23
3,5,31,549.75
3,5,32,563.97
3,5,33,554.77
3,5,34,658.58
3,5,35,583.79
3,5,36,507.48
3,5,37,610.18
3,5,38,592.25
3,5,39,545.85
3,5,40,556.45
3,5,41,588.38
3,5,42,608.31
3,5,43,602.90
3,5,44,616.52
3,5,45,538.50
3,5,46,641.69
3,5,47,632.51
3,5,48,706.94
3,5,49,596.98
3,5,50,529.97
3,5,51,585.97
3,5,52,641.97
3,5,53,542.72
3,5,54,533.95
3,5,55,697.38
3,5,56,701.37
3,5,57,602.75
3,5,58,543.23
3,5,59,533.17
3,5,60,572.61
3,5,61,612.11
3,5,62,677.52
3,5,63,619.37
3,5,64,502.69
3,5,65,613.01
3,5,66,640.27
3,5,67,599.19
3,5,68,541.94
3,5,69,671.95
3,5,70,698.36
3,5,71,501.96
3,5,72,532.86
3,5,73,548.38
3,5,74,618.28
3,5,75,580.59
3,5,76,599.76
3,5,77,700.61
3,5,78,598.12
3,5,79,552.49
3,5,80,554.91
3,5,81,614.76
3,5,82,557.66
3,5,83,630.21
3,5,84,587.62
3,5,85,571.57
3,5,86,591.46
3,5,87,554.37
3,5,88,563.87
3,5,89,639.43
3,5,90,625.64
3,6,1,641.20
3,6,2,589.61
3,6,3,603.83
3,6,4,563.49
3,6,5,657.75
3,6,6,652.79
3,6,7,694.07
3,6,8,579.10
3,6,9,614.09
3,6,10,625.47
3,6,11,618.09
3,6,12,638.77
3,6,13,743.26
3,6,14,620.90
3,6,15,591.81
3,6,16,565.70
3,6,17,663.91
3,6,18,671.87
3,6,19,661.19
3,6,20,702.68
3,6,21,752.39
3,6,22,560.50
3,6,23,563.66
3,6,24,653.61
3,6,25,574.36
3,6,26,634.08
3,6,27,743.29
3,6,28,702.70
3,6,29,541.88
3,6,30,572.55
3,6,31,633.89
3,6,32,648.90
3,6,33,660.61
3,6,34,752.30
3,6,35,734.26
3,6,36,571.22
3,6,37,587.04
3,6,38,602.51
3,6,39,649.17
3,6,40,578.44
3,6,41,702.14
3,6,42,656.87
3,6,43,643.57
3,6,44,657.26
3,6,45,675.89
3,6,46,579.33
3,6,47,679.25
3,6,48,687.34
3,6,49,619.75
3,6,50,581.82
3,6,51,659.04
3,6,52,657.09
3,6,53,649.82
3,6,54,671.46
3,6,55,623.25
3,6,56,738.98
3,6,57,648.39
3,6,58,624.04
3,6,59,671.59
3,6,60,587.52
3,6,61,618.40
3,6,62,708.90
3,6,63,667.16
3,6,64,607.25
3,6,65,626.43
3,6,66,572.80
3,6,67,591.04
3,6,68,682.39
3,6,69,748.80
3,6,70,642.92
3,6,71,597.91
3,6,72,672.03
3,6,73,638.80
3,6,74,598.20
3,6,75,598.76
3,6,76,715.16
3,6,77,633.40
3,6,78,560.26
3,6,79,593.04
3,6,80,567.61
3,6,81,684.02
3,6,82,568.06
3,6,83,721.20
3,6,84,647.90
3,6,85,536.83
3,6,86,666.40
3,6,87,629.57
3,6,88,687.86
3,6,89,654.60
3,6,90,704.89
3,15,1,672.76
3,15,2,636.68
3,15,3,654.51
3,15,4,689.03
3,15,5,581.86
3,15,6,759.48
3,15,7,749.66
3,15,8,631.80
3,15,9,645.65
3,15,10,657.93
3,15,11,655.18
3,15,12,627.44
3,15,13,742.29
3,15,14,684.28
3,15,15,568.66
3,15,16,578.09
3,15,17,672.32
3,15,18,591.67
3,15,19,590.46
3,15,20,708.56
3,15,21,661.19
3,15,22,561.36
3,15,23,584.06
3,15,24,629.85
3,15,25,685.98
3,15,26,584.67
3,15,27,668.96
3,15,28,635.57
3,15,29,655.36
3,15,30,637.55
3,15,31,588.79
3,15,32,636.85
3,15,33,613.31
3,15,34,649.68
3,15,35,708.53
3,15,36,574.42
3,15,37,703.74
3,15,38,639.29
3,15,39,680.39
3,15,40,678.28
3,15,41,668.77
3,15,42,650.63
3,15,43,552.00
3,15,44,578.69
3,15,45,636.74
3,15,46,663.86
3,15,47,601.98
3,15,48,671.57
3,15,49,639.90
3,15,50,662.00
3,15,51,600.03
3,15,52,684.01
3,15,53,628.75
3,15,54,690.22
3,15,55,771.05
3,15,56,673.72
3,15,57,628.64
3,15,58,588.57
3,15,59,670.63
3,15,60,611.94
3,15,61,644.05
3,15,62,673.68
3,15,63,653.15
3,15,64,567.37
3,15,65,677.69
3,15,66,695.42
3,15,67,593.49
3,15,68,679.66
3,15,69,723.31
3,15,70,701.62
3,15,71,624.04
3,15,72,661.04
3,15,73,672.78
3,15,74,673.59
3,15,75,676.45
3,15,76,659.39
3,15,77,678.45
3,15,78,613.32
3,15,79,633.00
3,15,80,700.92
3,15,81,660.75
3,15,82,633.39
3,15,83,653.41
3,15,84,741.37
3,15,85,603.14
3,15,86,586.61
3,15,87,669.80
3,15,88,638.48
3,15,89,678.02
3,15,90,645.50
3,16,1,592.89
3,16,2,657.32
3,16,3,643.31
3,16,4,637.26
3,16,5,594.18
3,16,6,678.01
3,16,7,699.34
3,16,8,605.05
3,16,9,614.66
3,16,10,568.72
3,16,11,574.37
3,16,12,618.41
3,16,13,717.05
3,16,14,711.38
3,16,15,612.92
3,16,16,625.31
3,16,17,657.41
3,16,18,586.48
3,16,19,641.81
3,16,20,612.83
3,16,21,625.42
3,16,22,561.07
3,16,23,613.99
3,16,24,554.59
3,16,25,651.64
3,16,26,569.18
3,16,27,630.65
3,16,28,715.43
3,16,29,561.10
3,16,30,617.73
3,16,31,637.51
3,16,32,592.14
3,16,33,554.82
3,16,34,674.11
3,16,35,596.95
3,16,36,522.51
3,16,37,600.24
3,16,38,607.96
3,16,39,615.65
3,16,40,601.27
3,16,41,631.20
3,16,42,644.01
3,16,43,553.66
3,16,44,620.93
3,16,45,556.31
3,16,46,595.51
3,16,47,585.83
3,16,48,686.51
3,16,49,677.76
3,16,50,549.11
3,16,51,542.04
3,16,52,565.38
3,16,53,541.26
3,16,54,605.56
3,16,55,624.75
3,16,56,608.20
3,16,57,521.31
3,16,58,562.43
3,16,59,606.51
3,16,60,611.21
3,16,61,653.25
3,16,62,716.82
3,16,63,670.20
3,16,64,551.95
3,16,65,616.65
3,16,66,640.26
3,16,67,613.25
3,16,68,588.02
3,16,69,633.05
3,16,70,680.90
3,16,71,541.91
3,16,72,569.63
3,16,73,604.02
3,16,74,564.17
3,16,75,632.72
3,16,76,653.20
3,16,77,619.23
3,16,78,541.14
3,16,79,595.95
3,16,80,647.47
3,16,81,648.30
3,16,82,610.85
3,16,83,634.07
3,16,84,637.17
3,16,85,588.09
3,16,86,586.51
3,16,87,550.77
3,16,88,654.13
3,16,89,568.29
3,16,90,702.01
4,4,1,676.43
4,4,2,779.92
4,4,3,649.44
4,4,4,667.57
4,4,5,752.28
4,4,6,716.16
4,4,7,796.87
4,4,8,722.05
4,4,9,749.06
4,4,10,788.45
4,4,11,701.81
4,4,12,737.29
4,4,13,748.49
4,4,14,751.72
4,4,15,697.54
4,4,16,694.91
4,4,17,729.91
4,4,18,779.69
4,4,19,682.96
4,4,20,743.19
4,4,21,725.31
4,4,22,693.42
4,4,23,653.08
4,4,24,675.70
4,4,25,728.65
4,4,26,729.53
4,4,27,819.09
4,4,28,838.48
4,4,29,735.17
4,4,30,737.48
4,4,31,779.18
4,4,32,824.80
4,4,33,655.87
4,4,34,785.86
4,4,35,764.07
4,4,36,658.61
4,4,37,741.89
4,4,38,703.36
4,4,39,704.33
4,4,40,712.15
4,4,41,765.79
4,4,42,814.83
4,4,43,722.11
4,4,44,741.81
4,4,45,780.76
4,4,46,667.98
